"audit_id","when","who","entity","participant_id","detail"
"A0000228",2024-06-05 21:58:17.169739,"staff028","form","P0096","Updated form F563269197: status set to 'complete', accuracy re-scored."
"A0000229",2024-05-11 08:41:30.279579,"staff053","timeseries","P0002","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0000230",2024-04-02 17:20:22.398466,"staff021","timeseries","P0056","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0000231",2024-06-05 08:26:39.756145,"staff025","timeseries","P0080","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0000232",2024-05-12 15:07:52.190934,"staff014","form","P0040","Updated form F256431879: status set to 'complete', accuracy re-scored."
"A0000233",2024-06-23 23:48:03.078736,"staff009","form","P0033","Updated form F817010362: status set to 'complete', accuracy re-scored."
"A0000234",2024-03-22 11:23:40.958644,"GradAnalyst2","form","P0026","Updated form F668857952: status set to 'complete', accuracy re-scored."
"A0000235",2024-03-01 12:12:18.112915,"staff021","form","P0066","Updated form F743264777: status set to 'complete', accuracy re-scored."
"A0000236",2024-04-14 15:40:18.506831,"DataCoordinator","form","P0073","Updated form F816215550: status set to 'complete', accuracy re-scored."
"A0000237",2024-06-01 14:45:33.19357,"staff011","form","P0095","Updated form F636289531: status set to 'complete', accuracy re-scored."
"A0000238",2024-05-08 19:36:29.693213,"staff056","timeseries","P0089","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0000239",2024-03-21 11:55:23.833376,"staff032","form","P0073","Updated form F743400462: status set to 'complete', accuracy re-scored."
"A0000240",2024-03-11 18:27:31.832092,"staff056","timeseries","P0030","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0000241",2024-06-14 04:32:00.857978,"staff028","form","P0094","Updated form F561434192: status set to 'complete', accuracy re-scored."
"A0000242",2024-03-18 12:19:15.044442,"staff039","timeseries","P0034","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0000243",2024-05-16 06:35:48.452854,"staff053","form","P0061","Updated form F656036832: status set to 'complete', accuracy re-scored."
"A0000244",2024-04-23 14:09:52.45491,"staff034","timeseries","P0051","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0000245",2024-06-20 03:12:11.964701,"staff048","form","P0024","Updated form F561623470: status set to 'complete', accuracy re-scored."
"A0000246",2024-05-13 11:16:17.002251,"staff054","timeseries","P0039","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0000247",2024-03-09 06:55:06.532216,"staff008","form","P0090","Updated form F431566289: status set to 'complete', accuracy re-scored."
"A0000248",2024-05-02 01:24:28.360734,"staff003","timeseries","P0049","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0000249",2024-05-22 18:57:39.649444,"staff028","timeseries","P0030","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000250",2024-04-28 05:31:38.755932,"staff011","timeseries","P0027","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0000251",2024-05-13 23:15:50.7379,"PI","form","P0047","Updated form F418042168: status set to 'complete', accuracy re-scored."
"A0000252",2024-04-27 12:52:56.087594,"staff054","form","P0041","Updated form F270714803: status set to 'complete', accuracy re-scored."
"A0000253",2024-06-11 08:37:44.450669,"staff006","form","P0053","Updated form F471618641: status set to 'complete', accuracy re-scored."
"A0000254",2024-04-02 03:51:22.941771,"staff028","form","P0053","Updated form F403671252: status set to 'complete', accuracy re-scored."
"A0000255",2024-04-19 01:44:41.253934,"staff041","form","P0037","Updated form F135964179: status set to 'complete', accuracy re-scored."
"A0000256",2024-06-04 23:53:47.75166,"staff060","timeseries","P0041","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0000257",2024-06-13 21:13:55.269713,"staff033","form","P0019","Updated form F463628023: status set to 'complete', accuracy re-scored."
"A0000258",2024-05-04 17:01:07.599016,"GradAnalyst2","form","P0029","Updated form F378219163: status set to 'complete', accuracy re-scored."
"A0000259",2024-04-09 10:08:28.202434,"staff030","form","P0038","Updated form F759232741: status set to 'complete', accuracy re-scored."
"A0000260",2024-05-09 10:28:21.81334,"staff047","timeseries","P0090","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000261",2024-04-10 02:33:38.39962,"staff001","timeseries","P0012","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0000262",2024-03-20 01:28:02.756031,"staff010","timeseries","P0021","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0000263",2024-05-01 06:09:23.505507,"staff058","timeseries","P0054","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000264",2024-03-05 09:02:32.708083,"staff032","timeseries","P0083","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0000265",2024-03-18 03:20:12.192714,"staff002","form","P0019","Updated form F191135488: status set to 'complete', accuracy re-scored."
"A0000266",2024-03-21 16:09:02.886615,"staff016","form","P0057","Updated form F439174531: status set to 'complete', accuracy re-scored."
"A0000267",2024-04-08 22:05:23.006254,"staff019","form","P0086","Updated form F669163863: status set to 'complete', accuracy re-scored."
"A0000268",2024-04-12 11:17:22.805475,"staff024","form","P0058","Updated form F802127151: status set to 'complete', accuracy re-scored."
"A0000269",2024-06-13 00:31:25.585964,"staff036","form","P0022","Updated form F690596425: status set to 'complete', accuracy re-scored."
"A0000270",2024-04-12 19:32:42.851876,"staff009","form","P0050","Updated form F507617693: status set to 'complete', accuracy re-scored."
"A0000271",2024-06-23 03:03:35.865147,"PI","timeseries","P0065","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0000272",2024-04-27 22:22:36.976426,"staff031","form","P0039","Updated form F130247218: status set to 'complete', accuracy re-scored."
"A0000273",2024-06-13 03:09:18.987808,"staff024","form","P0089","Updated form F863157274: status set to 'complete', accuracy re-scored."
"A0000274",2024-04-08 03:45:21.589959,"staff056","form","P0059","Updated form F552190191: status set to 'complete', accuracy re-scored."
"A0000275",2024-04-10 07:08:46.86047,"staff059","timeseries","P0058","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0000276",2024-03-20 09:50:23.393995,"staff007","timeseries","P0045","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0000277",2024-05-15 00:49:33.005211,"staff059","timeseries","P0032","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000278",2024-03-23 01:13:06.132288,"staff007","form","P0083","Updated form F114089316: status set to 'complete', accuracy re-scored."
"A0000279",2024-05-04 17:58:38.551934,"staff049","form","P0071","Updated form F382088622: status set to 'complete', accuracy re-scored."
"A0000280",2024-03-24 13:58:19.816543,"PI","timeseries","P0023","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0000281",2024-03-13 12:32:57.798378,"staff010","timeseries","P0064","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000282",2024-04-09 16:09:41.161523,"staff036","form","P0045","Updated form F757614011: status set to 'complete', accuracy re-scored."
"A0000283",2024-05-12 05:30:58.715433,"staff028","form","P0046","Updated form F720726029: status set to 'complete', accuracy re-scored."
"A0000284",2024-05-22 21:22:39.498453,"staff006","form","P0079","Updated form F199139369: status set to 'complete', accuracy re-scored."
"A0000285",2024-03-25 15:04:22.802571,"staff027","form","P0077","Updated form F288749900: status set to 'complete', accuracy re-scored."
"A0000286",2024-04-19 20:16:24.158278,"staff039","form","P0030","Updated form F897263671: status set to 'complete', accuracy re-scored."
"A0000287",2024-03-18 08:57:33.985155,"staff035","form","P0001","Updated form F745740702: status set to 'complete', accuracy re-scored."
"A0000288",2024-03-25 22:45:57.042217,"staff047","form","P0049","Updated form F876700061: status set to 'complete', accuracy re-scored."
"A0000289",2024-05-31 22:52:31.874274,"staff054","form","P0009","Updated form F374942648: status set to 'complete', accuracy re-scored."
"A0000290",2024-04-27 20:05:10.52025,"staff007","timeseries","P0018","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000291",2024-03-29 18:44:31.465909,"staff056","form","P0091","Updated form F707947091: status set to 'complete', accuracy re-scored."
"A0000292",2024-06-04 14:38:08.893265,"staff019","form","P0084","Updated form F523929523: status set to 'complete', accuracy re-scored."
"A0000293",2024-04-23 04:03:54.877825,"staff001","form","P0064","Updated form F679589576: status set to 'complete', accuracy re-scored."
"A0000294",2024-03-21 10:27:19.719611,"staff053","timeseries","P0100","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000295",2024-03-20 20:29:05.259762,"staff032","timeseries","P0043","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0000296",2024-06-25 06:42:38.26757,"staff027","timeseries","P0029","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000297",2024-05-02 17:14:38.588623,"staff049","timeseries","P0051","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000298",2024-05-02 17:53:44.972999,"staff020","form","P0079","Updated form F372874217: status set to 'complete', accuracy re-scored."
"A0000299",2024-05-22 16:38:12.814922,"staff043","form","P0018","Updated form F893613277: status set to 'complete', accuracy re-scored."
"A0000300",2024-06-03 14:40:15.393806,"staff004","timeseries","P0051","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0000301",2024-05-23 02:59:27.538512,"staff007","timeseries","P0091","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000302",2024-06-14 13:45:32.472646,"PI","form","P0100","Updated form F725390479: status set to 'complete', accuracy re-scored."
"A0000303",2024-03-17 23:27:11.954724,"staff012","timeseries","P0053","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0000304",2024-04-01 20:54:22.976092,"staff009","timeseries","P0067","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0000305",2024-06-16 12:56:16.323885,"staff007","timeseries","P0039","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0000306",2024-04-12 12:15:43.616903,"staff019","form","P0078","Updated form F424576907: status set to 'complete', accuracy re-scored."
"A0000307",2024-06-20 21:57:35.265319,"staff033","form","P0020","Updated form F454817188: status set to 'complete', accuracy re-scored."
"A0000308",2024-04-09 07:07:09.845023,"staff026","form","P0088","Updated form F434337541: status set to 'complete', accuracy re-scored."
"A0000309",2024-05-17 11:43:48.878546,"staff040","form","P0079","Updated form F114910878: status set to 'complete', accuracy re-scored."
"A0000310",2024-05-02 14:28:02.792509,"staff060","form","P0100","Updated form F367964488: status set to 'complete', accuracy re-scored."
"A0000311",2024-05-07 13:11:29.893663,"staff017","form","P0017","Updated form F675782423: status set to 'complete', accuracy re-scored."
"A0000312",2024-04-29 21:34:52.269534,"staff019","form","P0050","Updated form F407154020: status set to 'complete', accuracy re-scored."
"A0000313",2024-05-03 17:46:29.629233,"staff020","timeseries","P0100","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0000314",2024-04-16 00:26:04.75423,"staff028","form","P0100","Updated form F479981239: status set to 'complete', accuracy re-scored."
"A0000315",2024-05-12 05:40:09.903753,"staff027","form","P0012","Updated form F869091514: status set to 'complete', accuracy re-scored."
"A0000316",2024-04-01 14:57:37.938302,"staff035","timeseries","P0067","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000317",2024-05-17 15:29:35.173205,"staff021","timeseries","P0001","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0000318",2024-05-19 23:14:24.68212,"staff035","form","P0023","Updated form F768990832: status set to 'complete', accuracy re-scored."
